Link,Price,Price per m2,Square,Floor,Floors,Rooms,Is Apartment?,Year,Time to metro,Okrug,District
https://www.cian.ru/sale/flat/301572478/,9100000,259259,35.1,3,9,1,False,1971,12,ВАО,р-н Гольяново
https://www.cian.ru/sale/flat/301571489/,8650000,217337,39.8,11,24,1,False,2007,4,ВАО,р-н Косино-Ухтомский
https://www.cian.ru/sale/flat/301571369/,17500000,336538,52,6,12,2,False,2000,6,ВАО,р-н Перово
https://www.cian.ru/sale/flat/301570258/,9150000,305000,30,4,5,1,False,1963,8,ВАО,р-н Новогиреево
https://www.cian.ru/sale/flat/301570187/,12850000,272246,47.2,7,12,2,False,1969,3,ВАО,р-н Новогиреево
https://www.cian.ru/sale/flat/301570177/,23800000,364472,65.3,4,14,3,False,1971,13,ВАО,р-н Преображенское
https://www.cian.ru/sale/flat/301570174/,18250000,434524,42,10,34,1,False,2021,15,ВАО,р-н Богородское
https://www.cian.ru/sale/flat/301570157/,4600000,270588,17,6,6,0,True,1955,16,ВАО,р-н Восточное Измайлово
https://www.cian.ru/sale/flat/301569373/,11500000,257271,44.7,4,9,2,False,1968,6,ВАО,р-н Новогиреево
https://www.cian.ru/sale/flat/301568027/,10500000,301724,34.8,12,12,1,False,1969,7,ВАО,р-н Перово
https://www.cian.ru/sale/flat/301566973/,11200000,243478,46,6,9,2,False,1975,5,ВАО,р-н Ивановское
https://www.cian.ru/sale/flat/301566015/,14000000,337349,41.5,4,10,2,False,1972,10,ВАО,р-н Новогиреево
https://www.cian.ru/sale/flat/301565986/,7000000,220820,31.7,1,17,1,True,1983,11,ВАО,р-н Восточное Измайлово
https://www.cian.ru/sale/flat/301565908/,18500000,335753,55.1,14,17,2,False,2020,2,ВАО,р-н Перово
https://www.cian.ru/sale/flat/301564562/,17000000,472222,36,15,31,1,False,2020,4,ВАО,р-н Богородское
https://www.cian.ru/sale/flat/301564255/,20300000,274324,74,1,12,3,False,2006,11,ВАО,р-н Косино-Ухтомский
https://www.cian.ru/sale/flat/301564205/,4700000,250000,18.8,4,5,1,True,1930,11,ВАО,р-н Перово
https://www.cian.ru/sale/flat/301562752/,11500000,356037,32.3,29,33,1,False,1930,5,ВАО,р-н Гольяново
https://www.cian.ru/sale/flat/301562663/,6000000,271493,22.1,2,6,1,True,1930,15,ВАО,р-н Вешняки
https://www.cian.ru/sale/flat/301562399/,15600000,271304,57.5,14,14,2,False,1987,20,ВАО,р-н Богородское
https://www.cian.ru/sale/flat/301562122/,60000000,461894,129.9,11,19,4,False,2012,18,ВАО,р-н Богородское
https://www.cian.ru/sale/flat/301561925/,13200000,252874,52.2,4,14,2,False,1987,11,ВАО,р-н Новокосино
https://www.cian.ru/sale/flat/301560788/,9200000,292063,31.5,6,9,1,False,1967,6,ВАО,р-н Метрогородок
https://www.cian.ru/sale/flat/301560505/,11900000,236581,50.3,14,17,1,False,2006,7,ВАО,р-н Косино-Ухтомский
https://www.cian.ru/sale/flat/301559927/,12200000,497959,24.5,5,5,0,True,2020,12,ВАО,р-н Гольяново
https://www.cian.ru/sale/flat/301559082/,11750000,290123,40.5,2,12,1,False,2013,9,ВАО,р-н Северное Измайлово
https://www.cian.ru/sale/flat/301558763/,8000000,242424,33,1,9,1,False,1973,15,ВАО,р-н Ивановское
https://www.cian.ru/sale/flat/301558247/,36800000,333636,110.3,3,15,3,False,2002,14,ВАО,р-н Восточное Измайлово
https://www.cian.ru/sale/flat/301557147/,10150000,267105,38,5,14,1,False,1995,16,ВАО,р-н Новокосино
https://www.cian.ru/sale/flat/301556884/,9200000,262857,35,7,12,1,False,1968,7,ВАО,р-н Метрогородок
https://www.cian.ru/sale/flat/301553923/,15900000,417323,38.1,3,14,2,False,1968,8,ВАО,р-н Измайлово
https://www.cian.ru/sale/flat/301553610/,11000000,241228,45.6,10,12,2,False,1969,19,ВАО,р-н Гольяново
https://www.cian.ru/sale/flat/301550633/,23800000,364472,65.3,4,14,3,False,1971,13,ВАО,р-н Преображенское
https://www.cian.ru/sale/flat/301550056/,9900000,230233,43,7,9,2,False,1970,9,ВАО,р-н Вешняки
https://www.cian.ru/sale/flat/301549393/,13700000,304444,45,2,9,2,False,1976,20,ВАО,р-н Гольяново
https://www.cian.ru/sale/flat/301548643/,11000000,440000,25,5,5,1,False,1969,17,ВАО,р-н Богородское
https://www.cian.ru/sale/flat/301547064/,14990000,404043,37.1,27,33,0,True,2017,8,ВАО,р-н Соколиная гора
https://www.cian.ru/sale/flat/301546135/,15600000,251613,62,2,9,3,False,1971,20,ВАО,р-н Вешняки
https://www.cian.ru/sale/flat/301545353/,10380000,235374,44.1,23,24,1,False,2007,4,ВАО,р-н Косино-Ухтомский
https://www.cian.ru/sale/flat/301543139/,45600000,288061,158.3,4,7,4,False,2000,9,ВАО,р-н Восточное Измайлово
https://www.cian.ru/sale/flat/301539658/,17000000,343434,49.5,13,33,1,False,2008,4,ВАО,р-н Богородское
https://www.cian.ru/sale/flat/301538710/,23950000,342143,70,5,10,3,False,1938,6,ВАО,р-н Преображенское
https://www.cian.ru/sale/flat/301538194/,13750000,318287,43.2,2,5,2,False,1962,10,ВАО,р-н Соколиная гора
https://www.cian.ru/sale/flat/301530796/,40500000,413265,98,7,17,3,False,2006,6,ВАО,р-н Преображенское
https://www.cian.ru/sale/flat/301530369/,10950000,245516,44.6,12,12,2,False,1966,20,ВАО,р-н Северное Измайлово
https://www.cian.ru/sale/flat/301530294/,13500000,207692,65,2,16,3,False,1978,5,ВАО,р-н Ивановское
https://www.cian.ru/sale/flat/301510329/,31000000,348315,89,Невестно,21,3,True,2022,15,ВАО,р-н Сокольники
https://www.cian.ru/sale/flat/301510327/,21200000,316891,66.9,Невестно,21,2,True,2022,15,ВАО,р-н Сокольники
https://www.cian.ru/sale/flat/301510321/,23000000,338235,68,Невестно,21,2,True,2022,15,ВАО,р-н Сокольники
https://www.cian.ru/sale/flat/301510242/,12500000,274725,45.5,1,5,2,False,1964,8,ВАО,р-н Новогиреево
https://www.cian.ru/sale/flat/301509296/,116480000,681967,170.8,15,16,4,False,2021,9,ВАО,р-н Сокольники
https://www.cian.ru/sale/flat/301509281/,11000000,275000,40,2,12,1,False,2021,12,ВАО,р-н Перово
https://www.cian.ru/sale/flat/301508974/,10950000,366221,29.9,6,9,1,False,1965,3,ВАО,р-н Преображенское
https://www.cian.ru/sale/flat/301508878/,11750000,293750,40,2,16,1,False,2013,9,ВАО,р-н Северное Измайлово
https://www.cian.ru/sale/flat/301508299/,26000000,302326,86,5,6,3,False,1953,7,ВАО,р-н Измайлово
https://www.cian.ru/sale/flat/301508047/,11800000,310526,38,15,17,1,False,2000,19,ВАО,р-н Вешняки
https://www.cian.ru/sale/flat/301507888/,126660000,656950,192.8,15,16,5,False,2021,11,ВАО,р-н Сокольники
https://www.cian.ru/sale/flat/301507849/,10200000,262211,38.9,12,12,2,False,1971,10,ВАО,р-н Новогиреево
https://www.cian.ru/sale/flat/301507399/,9950000,284286,35,3,9,1,False,1970,6,ВАО,р-н Восточное Измайлово
https://www.cian.ru/sale/flat/301506985/,12600000,280000,45,5,9,2,False,1971,12,ВАО,р-н Вешняки
https://www.cian.ru/sale/flat/301506899/,115430000,656972,175.7,16,16,5,False,2021,11,ВАО,р-н Сокольники
https://www.cian.ru/sale/flat/301506092/,16980000,312132,54.4,16,17,2,False,2021,13,ВАО,р-н Перово
https://www.cian.ru/sale/flat/301505189/,12600000,213559,59,8,9,3,False,1970,16,ВАО,р-н Вешняки
https://www.cian.ru/sale/flat/301505185/,10100000,265789,38,5,14,1,False,1970,15,ВАО,р-н Новокосино
https://www.cian.ru/sale/flat/301505023/,15800000,311024,50.8,11,14,2,False,1973,15,ВАО,р-н Преображенское
https://www.cian.ru/sale/flat/301505017/,7580000,236875,32,2,9,1,False,1973,3,ВАО,р-н Гольяново
https://www.cian.ru/sale/flat/301504860/,8800000,293333,30,6,9,1,False,1973,15,ВАО,р-н Ивановское
https://www.cian.ru/sale/flat/301504069/,43000000,281967,152.5,Реалуется,аукцион,2,False,1973,4,ВАО,р-н Измайлово
https://www.cian.ru/sale/flat/301502254/,16530000,275500,60,25,25,2,False,2023,8,ВАО,р-н Метрогородок
https://www.cian.ru/sale/flat/301501187/,54810000,540533,101.4,8,16,4,False,2021,9,ВАО,р-н Сокольники
https://www.cian.ru/sale/flat/301499586/,13500000,241071,56,2,13,2,False,2022,10,ВАО,р-н Косино-Ухтомский
https://www.cian.ru/sale/flat/301499420/,18250000,434524,42,10,32,1,False,2020,15,ВАО,р-н Богородское
https://www.cian.ru/sale/flat/301497563/,21450000,248552,86.3,4,5,3,False,1955,7,ВАО,р-н Измайлово
https://www.cian.ru/sale/flat/301496456/,13300000,214516,62,7,10,3,False,1968,4,ВАО,р-н Гольяново
https://www.cian.ru/sale/flat/301434426/,16879000,279917,60.3,13,14,2,False,2005,12,ВАО,р-н Косино-Ухтомский
https://www.cian.ru/sale/flat/301433164/,13500000,313225,43.1,6,9,2,False,1967,11,ВАО,р-н Преображенское
https://www.cian.ru/sale/flat/301433146/,11500000,302632,38,3,12,2,False,1966,7,ВАО,р-н Северное Измайлово
https://www.cian.ru/sale/flat/301432818/,10000000,335570,29.8,5,5,1,False,1966,8,ВАО,р-н Восточное Измайлово
https://www.cian.ru/sale/flat/301431380/,13950000,238870,58.4,2,9,3,False,1972,19,ВАО,р-н Вешняки
https://www.cian.ru/sale/flat/301431150/,12000000,256410,46.8,14,14,2,False,1971,10,ВАО,р-н Новогиреево
https://www.cian.ru/sale/flat/301430887/,14500000,284314,51,11,17,2,False,1987,9,ВАО,р-н Преображенское
https://www.cian.ru/sale/flat/301430439/,12300000,227778,54,1,17,2,False,1986,4,ВАО,р-н Гольяново
https://www.cian.ru/sale/flat/301429846/,14500000,242475,59.8,3,9,3,False,1972,17,ВАО,р-н Вешняки
https://www.cian.ru/sale/flat/301429635/,3950000,64019,61.7/38.9/8.1,11,14,1,True,1992,15,ВАО,р-н Новокосино
https://www.cian.ru/sale/flat/301429084/,19500000,323920,60.2,5,25,2,False,2020,11,ВАО,р-н Соколиная гора
https://www.cian.ru/sale/flat/301427809/,12900000,293182,44,7,9,2,False,1970,6,ВАО,р-н Вешняки
https://www.cian.ru/sale/flat/301427688/,28000000,351759,79.6,23,27,3,False,2020,11,ВАО,р-н Гольяново
https://www.cian.ru/sale/flat/301427685/,22500000,286624,78.5,21,33,3,False,2024,11,ВАО,р-н Метрогородок
https://www.cian.ru/sale/flat/301427678/,13990000,333095,42,1,5,2,False,1967,20,ВАО,р-н Богородское
https://www.cian.ru/sale/flat/301426953/,8400000,254545,33,5,9,1,False,1967,4,ВАО,р-н Северное Измайлово
https://www.cian.ru/sale/flat/301425174/,9450000,270000,35,3,16,1,False,1976,16,ВАО,р-н Перово
https://www.cian.ru/sale/flat/301425021/,10200000,318750,32,5,5,1,False,1962,13,ВАО,р-н Перово
https://www.cian.ru/sale/flat/301424724/,11100000,264286,42,7,8,2,False,1960,18,ВАО,р-н Перово
https://www.cian.ru/sale/flat/301424089/,11000000,305556,36,8,12,1,False,1968,3,ВАО,р-н Перово
https://www.cian.ru/sale/flat/301423926/,12300000,205000,60,5,9,3,False,1971,12,ВАО,р-н Вешняки
https://www.cian.ru/sale/flat/301422452/,9250000,283742,32.6,3,9,1,False,1968,4,ВАО,р-н Гольяново
https://www.cian.ru/sale/flat/301420550/,6300000,393750,16,2,5,0,True,1953,10,ВАО,р-н Измайлово
https://www.cian.ru/sale/flat/301414849/,15000000,339367,44.2,5,9,2,False,1966,8,ВАО,р-н Сокольники
https://www.cian.ru/sale/flat/301414523/,10600000,311765,34,8,9,1,False,1967,17,ВАО,р-н Северное Измайлово
https://www.cian.ru/sale/flat/301413470/,20000000,250000,80,1,5,3,False,1958,18,ВАО,р-н Соколиная гора
https://www.cian.ru/sale/flat/301413308/,18700000,296825,63,16,18,2,False,2023,6,ВАО,р-н Новогиреево
https://www.cian.ru/sale/flat/301411862/,10500000,306122,34.3,9,16,1,False,2023,19,ВАО,р-н Гольяново
https://www.cian.ru/sale/flat/301411619/,9250000,308333,30,7,9,1,False,1972,15,ВАО,р-н Ивановское
https://www.cian.ru/sale/flat/301411508/,13500000,329268,41,2,4,0,True,2014,19,ВАО,р-н Сокольники
https://www.cian.ru/sale/flat/301409563/,33500000,380682,88,6,12,3,False,1978,5,ВАО,р-н Соколиная гора
https://www.cian.ru/sale/flat/301407928/,11000000,250000,44,2,5,2,False,1964,8,ВАО,р-н Измайлово
https://www.cian.ru/sale/flat/301407665/,9500000,242967,39.1,1,12,1,False,1969,3,ВАО,р-н Восточное Измайлово
https://www.cian.ru/sale/flat/301407524/,18500000,225610,82,6,9,3,False,1997,16,ВАО,р-н Новокосино
https://www.cian.ru/sale/flat/301407186/,10700000,205769,52,2,9,3,False,1971,13,ВАО,р-н Вешняки
https://www.cian.ru/sale/flat/301406825/,14000000,238095,58.8,7,9,3,False,1967,4,ВАО,р-н Новогиреево
https://www.cian.ru/sale/flat/301406263/,15700000,261667,60,9,10,3,False,1970,12,ВАО,р-н Преображенское
https://www.cian.ru/sale/flat/301406228/,13990000,312975,44.7,9,9,2,False,1970,16,ВАО,р-н Вешняки
https://www.cian.ru/sale/flat/301405187/,11850000,238431,49.7,7,9,3,False,1969,6,ВАО,р-н Восточное Измайлово
https://www.cian.ru/sale/flat/301404479/,14500000,246599,58.8,17,17,2,False,1987,6,ВАО,р-н Новокосино
https://www.cian.ru/sale/flat/301404192/,14900000,273897,54.4,2,16,3,False,1968,5,ВАО,р-н Новогиреево
https://www.cian.ru/sale/flat/301402762/,9800000,306250,32,5,9,1,False,1970,15,ВАО,р-н Гольяново
https://www.cian.ru/sale/flat/301402313/,22000000,282776,77.8,3,5,3,False,1959,16,ВАО,р-н Богородское
https://www.cian.ru/sale/flat/301402164/,15600000,346667,45,5,9,2,False,1959,14,ВАО,р-н Преображенское
https://www.cian.ru/sale/flat/301400697/,22400000,280702,79.8,4,5,3,False,1960,3,ВАО,р-н Богородское
https://www.cian.ru/sale/flat/301400552/,14500000,353659,41,21,31,1,False,2020,5,ВАО,р-н Северное Измайлово
https://www.cian.ru/sale/flat/301399568/,13950000,238870,58.4,2,9,3,False,1972,19,ВАО,р-н Вешняки
https://www.cian.ru/sale/flat/301399565/,13270000,349211,38,6,9,2,False,1962,10,ВАО,р-н Соколиная гора
https://www.cian.ru/sale/flat/301399346/,27000000,337500,80,1,5,3,False,1928,15,ВАО,р-н Сокольники
https://www.cian.ru/sale/flat/301396826/,11500000,322129,35.7,9,9,2,False,1928,8,ВАО,р-н Измайлово
https://www.cian.ru/sale/flat/301396602/,18700000,332149,56.3,13,22,2,False,2023,7,ВАО,р-н Новогиреево
https://www.cian.ru/sale/flat/301393067/,14900000,252971,58.9,9,17,2,False,1987,6,ВАО,р-н Новокосино
https://www.cian.ru/sale/flat/301390294/,15900000,354120,44.9,3,12,2,False,1966,15,ВАО,р-н Гольяново
https://www.cian.ru/sale/flat/301389834/,14900000,331111,45,7,9,2,False,1966,3,ВАО,р-н Измайлово
https://www.cian.ru/sale/flat/301361867/,14000000,331754,42.2,1,5,2,False,1962,20,ВАО,р-н Восточное Измайлово
https://www.cian.ru/sale/flat/301360255/,15000000,263158,57,3,9,3,False,1972,7,ВАО,р-н Преображенское
https://www.cian.ru/sale/flat/301360091/,10950000,253472,43.2,5,5,2,False,1963,14,ВАО,р-н Богородское
https://www.cian.ru/sale/flat/301359922/,24000000,320000,75,4,17,3,False,1995,16,ВАО,р-н Гольяново
https://www.cian.ru/sale/flat/301359889/,11700000,314516,37.2,9,9,2,False,1965,7,ВАО,р-н Метрогородок
https://www.cian.ru/sale/flat/301359480/,19000000,232274,81.8,1,5,3,False,1958,13,ВАО,р-н Измайлово
https://www.cian.ru/sale/flat/301358392/,2300000,60367,38.1/8,6,12,3,True,1958,10,ВАО,р-н Косино-Ухтомский
https://www.cian.ru/sale/flat/301358330/,35000000,306748,114.1,13,17,5,False,2000,14,ВАО,р-н Северное Измайлово
https://www.cian.ru/sale/flat/301357490/,15800000,264214,59.8,5,5,2,False,1958,12,ВАО,р-н Соколиная гора
https://www.cian.ru/sale/flat/301357271/,11500000,298701,38.5,1,5,2,False,1958,14,ВАО,р-н Преображенское
https://www.cian.ru/sale/flat/301356722/,14450000,392663,36.8,16,28,2,False,2023,5,ВАО,р-н Богородское
https://www.cian.ru/sale/flat/301356410/,12500000,277778,45,2,5,2,False,1963,20,ВАО,р-н Богородское
https://www.cian.ru/sale/flat/301355095/,22500000,307798,73.1,8,25,3,False,2023,12,ВАО,р-н Метрогородок
https://www.cian.ru/sale/flat/301354787/,9800000,280000,35,3,9,1,False,1971,6,ВАО,р-н Вешняки
https://www.cian.ru/sale/flat/301354754/,20350000,349057,58.3,12,17,2,False,2006,16,ВАО,р-н Соколиная гора
https://www.cian.ru/sale/flat/301354541/,9990000,283807,35.2,2,9,2,False,1964,12,ВАО,р-н Соколиная гора
https://www.cian.ru/sale/flat/301354150/,8000000,266667,30,9,9,1,False,1977,5,ВАО,р-н Богородское
https://www.cian.ru/sale/flat/301353962/,11700000,337176,34.7,9,25,1,False,1980,8,ВАО,р-н Соколиная гора
https://www.cian.ru/sale/flat/301351181/,17500000,330189,53,6,12,2,False,2000,6,ВАО,р-н Перово
https://www.cian.ru/sale/flat/301348202/,10500000,234899,44.7,3,9,2,False,1969,4,ВАО,р-н Восточное Измайлово
https://www.cian.ru/sale/flat/301344818/,14200000,236667,60,8,9,3,False,1971,17,ВАО,р-н Вешняки
https://www.cian.ru/sale/flat/301344473/,10000000,320513,31.2,5,9,1,False,1972,15,ВАО,р-н Преображенское
https://www.cian.ru/sale/flat/301343533/,14144000,208000,68,2,9,3,False,1972,5,ВАО,р-н Ивановское
https://www.cian.ru/sale/flat/301343268/,9200000,460000,20,8,33,0,True,2024,7,ВАО,р-н Гольяново
https://www.cian.ru/sale/flat/301341063/,23500000,407279,57.7,18,24,2,False,2021,19,ВАО,р-н Метрогородок
https://www.cian.ru/sale/flat/301341052/,7300000,381400,19.14,23,25,0,True,2024,13,ВАО,р-н Соколиная гора
https://www.cian.ru/sale/flat/301340192/,9600000,269663,35.6,6,16,1,False,1981,12,ВАО,р-н Новогиреево
https://www.cian.ru/sale/flat/301337788/,14999800,269781,55.6,3,12,2,False,1970,9,ВАО,р-н Измайлово
https://www.cian.ru/sale/flat/301336296/,12900000,293182,44,4,5,2,False,1960,15,ВАО,р-н Северное Измайлово
https://www.cian.ru/sale/flat/301328264/,8500000,253731,33.5,4,9,1,False,1969,4,ВАО,р-н Восточное Измайлово
https://www.cian.ru/sale/flat/301327583/,9599099,484803,19.8,22,28,0,True,2025,5,ВАО,р-н Гольяново
https://www.cian.ru/sale/flat/301326012/,12700000,288636,44,12,12,2,False,1973,9,ВАО,р-н Преображенское
https://www.cian.ru/sale/flat/301322143/,18100000,312069,58,13,22,2,False,1990,3,ВАО,р-н Новогиреево
https://www.cian.ru/sale/flat/301321954/,15990000,205000,78,16,16,2,False,2006,7,ВАО,р-н Косино-Ухтомский
https://www.cian.ru/sale/flat/301320924/,13000000,258449,50.3,2,14,2,False,1998,18,ВАО,р-н Новокосино
https://www.cian.ru/sale/flat/301320862/,10500000,329154,31.9,5,5,2,False,1965,11,ВАО,р-н Преображенское
https://www.cian.ru/sale/flat/301320394/,13800000,309417,44.6,3,5,2,False,1965,18,ВАО,р-н Гольяново
https://www.cian.ru/sale/flat/301319740/,15500000,287037,54,8,17,2,False,1995,9,ВАО,р-н Новокосино
https://www.cian.ru/sale/flat/301319734/,33000000,387779,85.1,2,8,4,False,1959,8,ВАО,р-н Измайлово
https://www.cian.ru/sale/flat/301319345/,22000000,314286,70,27,39,2,False,2020,12,ВАО,р-н Гольяново
https://www.cian.ru/sale/flat/301317099/,10200000,238876,42.7,8,9,2,False,1971,12,ВАО,р-н Вешняки
https://www.cian.ru/sale/flat/301316714/,22500000,269139,83.6,3,12,4,False,1971,6,ВАО,р-н Метрогородок
https://www.cian.ru/sale/flat/301316711/,11220000,423396,26.5,4,4,0,True,1971,15,ВАО,р-н Сокольники
https://www.cian.ru/sale/flat/301316463/,12800000,200000,64,1,9,3,False,1973,4,ВАО,р-н Ивановское
https://www.cian.ru/sale/flat/301316365/,10950000,194494,56.3,1,9,3,False,1972,5,ВАО,р-н Ивановское
https://www.cian.ru/sale/flat/301315722/,16800000,278607,60.3,14,17,2,False,2024,3,ВАО,р-н Северное Измайлово
https://www.cian.ru/sale/flat/301314715/,11200000,315493,35.5,6,12,1,False,1969,5,ВАО,р-н Перово
https://www.cian.ru/sale/flat/301314568/,16500000,395778,41.69,2,19,1,False,2024,4,ВАО,р-н Богородское
https://www.cian.ru/sale/flat/301314374/,21500000,348235,61.74,2,19,2,False,2024,4,ВАО,р-н Богородское
https://www.cian.ru/sale/flat/301313661/,30500000,338137,90.2,17,18,4,False,2024,11,ВАО,р-н Гольяново
https://www.cian.ru/sale/flat/301313600/,11500000,225049,51.1,7,9,3,False,1969,15,ВАО,р-н Ивановское
https://www.cian.ru/sale/flat/301313044/,12750000,283333,45,5,5,2,False,1964,14,ВАО,р-н Перово
https://www.cian.ru/sale/flat/301312763/,13500000,296703,45.5,4,5,2,False,1960,11,ВАО,р-н Измайлово
https://www.cian.ru/sale/flat/301312442/,15900000,417323,38.1,3,14,2,False,1970,8,ВАО,р-н Измайлово
https://www.cian.ru/sale/flat/301311559/,10500000,269231,39,8,14,2,False,1971,8,ВАО,р-н Новогиреево
https://www.cian.ru/sale/flat/301311278/,19500000,267857,72.8,4,5,3,False,1952,10,ВАО,р-н Восточное Измайлово
https://www.cian.ru/sale/flat/301311080/,11990000,242713,49.4,9,12,2,False,1967,10,ВАО,р-н Преображенское
https://www.cian.ru/sale/flat/301310526/,10700000,305714,35,8,10,1,False,1967,10,ВАО,р-н Новогиреево
https://www.cian.ru/sale/flat/301310411/,9300000,252717,36.8,1,14,1,False,1967,15,ВАО,р-н Новокосино
https://www.cian.ru/sale/flat/301310324/,12250000,371212,33,1,5,1,False,1958,13,ВАО,р-н Богородское
https://www.cian.ru/sale/flat/301309970/,13200000,280851,47,3,7,2,False,1958,15,ВАО,р-н Северное Измайлово
https://www.cian.ru/sale/flat/301309755/,11500000,294872,39,8,16,1,False,2015,6,ВАО,р-н Северное Измайлово
https://www.cian.ru/sale/flat/301308366/,16500000,256610,64.3,9,16,3,False,1984,11,ВАО,р-н Косино-Ухтомский
https://www.cian.ru/sale/flat/301307823/,18550000,452439,41,2,5,2,False,1962,3,ВАО,р-н Сокольники
https://www.cian.ru/sale/flat/301306461/,18000000,291262,61.8,14,33,3,False,2024,11,ВАО,р-н Метрогородок
https://www.cian.ru/sale/flat/301306254/,15000000,288462,52,9,12,2,False,2024,7,ВАО,р-н Косино-Ухтомский
https://www.cian.ru/sale/flat/301305399/,13500000,377095,35.8,4,20,1,False,2020,14,ВАО,р-н Соколиная гора
https://www.cian.ru/sale/flat/301305181/,19200000,262295,73.2,10,24,3,False,2024,3,ВАО,р-н Северное Измайлово
https://www.cian.ru/sale/flat/301305083/,18400000,310287,59.3,3,15,2,False,2024,16,ВАО,р-н Новогиреево
https://www.cian.ru/sale/flat/301304822/,12700000,218213,58.2,1,9,3,False,1971,19,ВАО,р-н Вешняки
https://www.cian.ru/sale/flat/301303768/,18500000,308333,60,22,32,2,False,2020,5,ВАО,р-н Северное Измайлово
https://www.cian.ru/sale/flat/301303713/,16800000,386207,43.5,13,25,1,False,2020,11,ВАО,р-н Соколиная гора
https://www.cian.ru/sale/flat/301302622/,12650000,284910,44.4,3,5,2,False,1958,6,ВАО,р-н Богородское
https://www.cian.ru/sale/flat/301302444/,8500000,260736,32.6,7,9,1,False,1970,17,ВАО,р-н Вешняки
https://www.cian.ru/sale/flat/301301824/,18526500,345000,53.7,3,26,2,False,2025,21,ВАО,р-н Соколиная гора
https://www.cian.ru/sale/flat/301299578/,12500000,290698,43,4,5,2,False,1963,10,ВАО,р-н Измайлово
https://www.cian.ru/sale/flat/301298807/,16400000,309434,53,5,9,3,False,1968,5,ВАО,р-н Восточное Измайлово
https://www.cian.ru/sale/flat/301298289/,9750000,280980,34.7,3,12,1,False,1968,4,ВАО,р-н Гольяново
https://www.cian.ru/sale/flat/301296266/,9200000,418182,22,12,31,0,True,1968,4,ВАО,р-н Богородское
https://www.cian.ru/sale/flat/301295831/,9200000,278788,33,3,9,1,False,1968,10,ВАО,р-н Вешняки
https://www.cian.ru/sale/flat/301295333/,19500000,253247,77,3,5,3,False,1960,4,ВАО,р-н Богородское
https://www.cian.ru/sale/flat/301291753/,12250000,208333,58.8,6,9,3,False,1973,5,ВАО,р-н Ивановское
https://www.cian.ru/sale/flat/301290146/,14300000,317778,45,10,14,2,False,1970,13,ВАО,р-н Преображенское
https://www.cian.ru/sale/flat/301289686/,13500000,397059,34,9,9,2,False,1970,14,ВАО,р-н Преображенское
https://www.cian.ru/sale/flat/301289160/,18500000,274481,67.4,3,14,3,False,1974,19,ВАО,р-н Богородское
https://www.cian.ru/sale/flat/301286773/,15000000,356295,42.1,17,33,1,False,2024,10,ВАО,р-н Метрогородок
https://www.cian.ru/sale/flat/301286519/,10200000,416327,24.5,3,33,0,True,2020,12,ВАО,р-н Гольяново
https://www.cian.ru/sale/flat/301283047/,14500000,237316,61.1,8,9,3,False,1973,6,ВАО,р-н Ивановское
https://www.cian.ru/sale/flat/301281332/,14380000,359500,40,2,5,2,True,2020,11,ВАО,р-н Гольяново
https://www.cian.ru/sale/flat/301280744/,7690000,296911,25.9,4,5,2,True,2016,15,ВАО,р-н Перово
https://www.cian.ru/sale/flat/301280480/,6990000,326636,21.4,4,5,0,True,2016,15,ВАО,р-н Перово
https://www.cian.ru/sale/flat/301280214/,16200000,293478,55.2,3,5,3,False,1928,6,ВАО,р-н Соколиная гора
https://www.cian.ru/sale/flat/301279775/,12100000,296569,40.8,3,24,1,False,2021,18,ВАО,р-н Метрогородок
https://www.cian.ru/sale/flat/301279758/,11100000,270732,41,4,22,1,False,2022,3,ВАО,р-н Косино-Ухтомский
https://www.cian.ru/sale/flat/301279434/,11100000,270732,41,4,22,2,False,2022,3,ВАО,р-н Косино-Ухтомский
https://www.cian.ru/sale/flat/301279079/,12500000,243191,51.4,11,16,2,False,1977,4,ВАО,р-н Ивановское
https://www.cian.ru/sale/flat/301278649/,9200000,305648,30.1,4,5,1,False,1960,7,ВАО,р-н Богородское
https://www.cian.ru/sale/flat/301278637/,19500000,250643,77.8,7,14,3,False,1996,18,ВАО,р-н Новокосино
https://www.cian.ru/sale/flat/301275534/,13500000,231164,58.4,4,9,3,False,1966,10,ВАО,р-н Гольяново
https://www.cian.ru/sale/flat/301275332/,7100000,394444,18,3,3,0,True,1966,7,ВАО,р-н Преображенское
https://www.cian.ru/sale/flat/301274942/,9500000,296875,32,2,6,1,False,1961,14,ВАО,р-н Северное Измайлово
https://www.cian.ru/sale/flat/301274918/,13600000,330097,41.2,5,6,2,False,1964,6,ВАО,р-н Измайлово
https://www.cian.ru/sale/flat/301274788/,10500000,338710,31,3,5,1,False,1965,9,ВАО,р-н Преображенское
https://www.cian.ru/sale/flat/301274679/,3495000,233000,15,2,2,0,True,1967,17,ВАО,р-н Соколиная гора
https://www.cian.ru/sale/flat/301274431/,10500000,456522,23,7,8,0,True,2009,9,ВАО,р-н Преображенское
https://www.cian.ru/sale/flat/301274220/,59000000,393333,150,5,12,4,False,2003,4,ВАО,р-н Измайлово
https://www.cian.ru/sale/flat/301273996/,12700000,398119,31.9,5,33,1,False,2003,9,ВАО,р-н Метрогородок
https://www.cian.ru/sale/flat/301273156/,11400000,293059,38.9,7,12,2,False,1968,18,ВАО,р-н Перово
